Name,Alias,Nuttin
26265200,Contributions by employer - Unfunded Schemes,x
26270000,Actuarial Gains and Losses - Unfunded Schemes,
26275000,Change in Discount Rate - Unfunded Schemes,
26280000,Payment of Pensions - Unfunded Schemes - UK,
26285000,Payment of Pensions - Unfunded Schemes - LES,
26290000,Enhancements - Past Service Costs - Unfunded Schemes,
26299000,Gains/Losses on Settlements and Curtailments - Unfunded Schemes,
26211000,Difference between expected and actual return on assets - Unfunded Schemes,
26212000,Experience gains & losses on scheme liabilities - Unfunded Schemes,
26213000,Changes in Actuarial assumptions - Unfunded Schemes,
26214000,Impact of limitation on balance sheet asset - Unfunded Schemes,
26281000,Payment of Pensions - Unfunded Schemes - UK (MOD only ex AFPS),
26285100,Payment of Pensions - Unfunded Schemes - LES (MOD only ex AFPS),
27000000,Deferred Income - All (due in more than one year),
27100000,Deferred Income all - BF (due in more than 1 year),
27110000,Deferred Income all - increase,
27120000,Deferred Income all - released (due in more than 1 year),
27200000,Government Grants Deferred,
27210000,Opening Bal - Government Grants Deferred,
27220000,Increase - Government Grants Deferred,
27230000,Released - Government Grants Deferred,
29999999,Suspense Liability,
21700000,Deferred income (ST) due in less than one year,
21710000,Deferred income (ST) transferred from due in more than one year,
21711000,Deferred income additions (ST),
21712000,Deferred income releasd,
30000000,TAXPAYERS FUNDS,
31000000,Accum. Income and Expenditure / General Fund,
31110000,I&E Reserve,
31010000,Open Balance BF - Accum. Income and Expenditure/General Fund,
31020000,Retained (Surplus)/Def for year,
31030000,Transfer to I&E Reserve - Pension Schemes,
31040000,Notional Charge Reversal,
31050000,Notional Charge,
31060000,Transfers from Other Reserves,
31061000,Transfer from the Revaluation Reserve,
31062000,Transfer from the Donated Asset Reserve,
31063000,Transfer from the Restricted Reserve,
31064000,Transfer from the Government Grant Reserve,
31070000,Net Parliamentary Funding,
31080000,National Insurance Fund Financing,
31085000,Payment and Liability to NLF,
31090000,Standing Services,
31100000,Payable or receivable to Consolidated fund,
31101000,Consolidated Fund Extra Receipts,
31101100,Operating income not classified as A in A - CFERs,
31101200,Non-operating income not classified as A in A - CFERs,
31101400,Excess cash receipts to be surrendered to the Consolidated Fund - CFERs,
31102000,Other items payable / receivable to the consolidated fund,
31102100,Operating income - excess A in A,
31102200,Non - operating income A in A,
31102300,Tax revenues paid to the Consolidated Fund,
31102400,Other balances surrenderable to the Consolidated Fund,
31102500,Supply receivable from the Consolidated Fund,
31102600,Supply payable to the Consolidated Fund,
31200000,Other General Fund Movements,
31221000,Other General Fund Movements - Transfer of Assets,
31222000,Other General Fund Movements - Transfer of Liabilities,
31223000,Other General Fund Movements - Other non-A/L transfer,
31075000,Deemed supply,
31076000,Payments to the Consolidated Fund,
36310000,General Fund - Local Government use only,
36310001,Amortisation of Non-current Assets,
36310002,Amortisation of intangible assets,
36310003,Impairment of Non-current Assets due to consumption of economic benefits,
36310004,Government Grants Deferred Amortisation,
36310005,Deferred Charges - General Fund - Local Government,
36310006,Gain/Loss on disposal of non-current assets,
36310007,Net Charges made for retirement benefits in accordance with FRS17,x
36310008,Employer's contributions payable to the Pension Fund,
36310009,MRP for capital financing,
36310010,Voluntary Revenue Provision for Capital Financing,
36310011,Capital Expenditure Charged in the year to the General Fund,
36310012,Transfer from UCR to meet payments to Housing Capital Receipts Pool,
36310013,Transfers of HRA Balance,
36310014,Net Transfer to/from earmarked reserves,
36310015,Reversal of financing of equal pay provision,
36310016,Difference between HRA amortisation and Major Repairs allowance,
36310017,Write downs of Deferred Charges to be financed from capital reserves,
36310018,Diff between Stat Dr/Cr and income & exp iro financial instruments,
36310019,Transfer to and from other Reserves - Gen Fund LG only,
36310020,Other Movements - Gen Fund LG only,
36310021,Revenue expenditure funded from capital,
36310022,Other income from Deferred Capital Receipts (DCR) reserve,x
36310023,Diff b/w council tax credited to I&E & amt under stat provisions,x
31077000,Grant in Aid income received by NDPBs,
31300000,I&E Reserve - Funded Pension Schemes,
31310000,Open Balance BF - I&E Reserve - Funded Pension Scheme,
31320000,Transfer of surplus/deficit from General Fund-I&E Reserve-Funded Pension Scheme,
31330000,Payment of Pension Liability - I&E Reserve - Funded Pension Scheme,
31340000,Recognition of Actuarial gains/losses - I&E Reserve - Funded Pension Scheme,
31350000,I&E Reserve Funded Pension Scheme Other Movements,
31400000,I&E Reserve - Unfunded Pension Schemes,
31410000,Open Balance BF - I&E Reserve - Unfunded Pension Scheme,
31420000,Transfer of surp/def from General Fund-I&E Reserve-Unfunded Pension Scheme,
31430000,Transfer of Net Parl Funding from Gen Fund-I&E Reserve-Unfunded Pension Scheme,
31440000,Recognition of Actuarial gains/losses - I&E Reserve - Unfunded Pension Scheme,
31290000,LG Movements,
32000000,Revaluation reserve,
32040000,Open Balance BF - Revaluation Reserve,
32010000,Revaluation in year,
32020000,Transfer to the General Fund for realised amortisation - Revaluation Reserve,
32030000,Transfer to the General Fund for disposals and impairments-Revaluation Reserve,
32012000,Backlog amortisation,
32011000,Impairments,
33000000,Donated assets reserve,
33010000,Open Balance BF - Donated Asset Reserve,
33020000,Donations Received,
33021000,Donations Received - Of Cash,
33022000,Donations Received Assets - Additions,
33025000,Revaluation in year - Donated Asset Reserve,
33030000,Transfer to Operating cost stmt for depr / impairment - Donated Asset Reserve,
33031000,Transfer to Operating cost stmt for depr/impairment-Donated Asset Res (MODonly),
33040000,Transfer to the General Fund for disposals - Donated Asset Reserve,
33032000,Transfer to OCS for depr/impairment - Donated Asset Reserve (NHS use only),
34000000,Restricted reserves,
34010000,Open Balance BF - Restricted Reserve,
34020000,Transfers during year - Restricted Reserve,
34030000,Transfer to General Fund for realised amortisation - Restricted Reserve,
34040000,Other transfers to the General Fund - Restricted Reserve,
35000000,Government Grant Reserve,
35010000,Open Balance BF - Government Grant Reserve,
35020000,Additions - Government Grant Reserve,
35030000,Revaluation in year - Government Grant Reserve,
35040000,Transfer to General Fund - Government Grant Reserve,
35050000,Release to income - Government Grant Reserve,
35051000,Release to income - Government Grant Reserve (NHS use only),
35060000,Government grant reserve (emissions),
35061000,Government grant reserve (emissions) - allocations,
35062000,Government grant reserve (emissions) - revaluations,
35070000,Government Grant Reserve (Landfill Allowance Trading Scheme),
35071000,Government Grant Reserve (LATS) Opening Balance BF,
35072000,Government Grant Reserve (LATS) Additions/New Allocations,
35073000,Government Grant Reserve (LATS) Release to Income,
36000000,Non WGA Codes -  Local Government Reserves,
36110000,Fixed Asset Restatement Reserve (FARA),
36111000,Opening Bal - FARA,
36112000,Written out assets (WDV) - FARA,
36113000,Transfer to and from other Reserves - FARA,
36114000,Revaluations / Impairments - FARA,
36115000,Other Movements - FARA,
36112100,"Amortisation of Property, Plant and equipment - FARA",x
36112110,"Impairment of Property, Plant and equipment - FARA",x
36112200,"Net Gain/Loss on disposal of Property, Plant and Equipment - FARA",
36120000,Capital Financing Reserve (CFR),
36121000,Opening Bal - CFR,
36122000,CERA/RCCO - CFR,
36123000,MRP - CFR,
36124000,MRP Depn Reversal - CFR,
36125000,Proceeds of disposal - CFR,
36126000,Amortisation of GGD - CFR,
36127000,Transfer to and from other Reserves - CFR,
36128000,Other Movements - CFR,
36126100,Amortisation of intangible assets - CFR,
36126200,"Amortisation of Property, Plant and Equipment - CFR",x
36126210,"Impairment of Property, Plant and Equipment - CFR",x
36126300,Write downs of Deferred Charges to be financed from capital resources - CFR,
36126400,"Net Gains/loss on disposal of property, plant and equipment - CFR",
36126500,Capital Expenditure charge in the year to the General Fund - CFR,
36126600,Voluntary Revenue Provision for Capital Financing - CFR,
36126700,Capital Expenditure Finance from UCR - CFR,
36130000,UCR Reserve,
36131000,Opening Balance - UCR,
36132000,Proceeds of disposals - UCR,
36133000,Transfer to and from other Reserves - UCR,
36134000,Other Movements - UCR,
36132100,"Net Gains/loss on disposal of property, plant and equipment - UCR",
36132200,Capital Expenditure Financed from UCR - UCR,
36133100,Transfer from UCR to meet payments to Housing Capital Receipts Pool - UCR,
36140000,"HRA, HRepA and MRR Reserve",
36141000,Opening Bal - HRA,
36142000,Surplus/deficit - HRA,
36143000,CERA/RCCO - HRA,
36144000,Transfer to and from Other Reserves - HRA,
36145000,Other Movements - HRA,
36144100,Transfers to/from other Earmarked Reserves - HRA,
36144200,Transfers of HRA Balance - HRA,
36150000,Schools Balances,
36151000,Opening Bal - Schools Balances,
36152000,Surplus / deficit - Schools Balances,
36153000,Transfer to and from other reserves - Schools Balances,
36154000,Other Movements - Schools Balances,
36153100,Transfers to/from other Earmarked Reserves - Schools Balance,
36160000,Other Earmarked Reserves (OER),
36161000,Opening Bal - OER,
36162000,Surplus / deficit - OER,
36163000,CERA / RCCO - OER,
36164000,Transfer to and from other reserves - OER,
36165000,Other Movements - OER,
36164100,Transfers to/from other Earmarked Reserves - OER,
36180000,Repairs & Renewals Fund,
36181000,Opening Balance - Repairs & Renewals Fund,
36182000,Surplus / deficit for year - Repairs & Renewals Fund,
36183000,Transfers to / from Other Reserves - Repairs & Renewals Fund,
36184000,Other Movements - Repairs & Renewals Fund,
36183100,Transfers to/from other Earmarked Reserves - Repairs & Renewals Fund,
36190000,Capital Fund,
36191000,Opening Balance - Capital Fund,
36193000,Transfers to / from Other Reserves - Capital Fund,
36194000,Other movements - Capital Fund,
36170000,Collection Fund,
36171000,Opening Bal - Collection Fund,
36172000,Collection Fund Surplus - Collection Fund,
36172100,Diff b/w council tax in I&E & amt under stat provisions - Collection Fund,x
36173000,Other Movements - Collection Fund,
36200000,Insurance Fund,
36201000,Opening Balance - Insurance Fund,
36202000,Surplus / deficit for year - Insurance Fund,
36203000,Transfers to / from Other Reserves - Insurance Fund,
36204000,Other Movements - Insurance Fund,
36210000,Reserves of Group Entities,
36211000,Reserves of Group Entities  Opening Balance,
36214000,Reserves of Group Entities  Other Movements,
36220000,Financial Instruments Adjustment Account,
36221000,Opening Balance - FIA A/c,
36221100,Diff between Stat Dr/Cr and income & exp iro financial instruments - FIA A/c,
36223000,Transfers to/from Other Reserves - FIA A/c,
36224000,Other movements - FIA A/c,
36230000,Available for sale Financial Instruments Reserve,
36231000,Opening Balance - Available for sale FI Reserve,
36231100,Diff between Stat Dr/Cr and income & exp iro financial instruments - available,
36231200,Revaluations/impairments - Available for sale FI Reserve,
36231300,Amts recycled from STRGL to I&E - Available for sale FI Reserve,x
36233000,Transfers to/from Other Reserves - Available for sle FI Reserve,
36234000,Other movements - Available for Sale FI Reserve,
36240000,Equal Pay Reserve,
36241000,Opening Balance - Equal Pay Reserve,
36241100,Reversal of financing of equal pay provision - Equal Pay Reserve,
36243000,Transfers to/from Other Reserves - Equal Pay Reserve,
36243100,Transfers to/from other Earmarked Reserves - Equal Pay Reserve,
36244000,Other movements - Equal Pay Reserve,
36250000,LG FRS 17 Reserve,x
36251000,Opening balance - LG FRS 17 Reserve,x
36251100,Net Charges made for retirement benefits - LG FRS 17 Reserve,x
36251200,Employer's contributions payable to the Pension Fund - LG FRS 17 Reserve,x
36251300,Actuarial Gain/Loss - LG FRS 17 reserve,x
36253000,Transfers to/from Other Reserves - LG FRS 17 Reserve,x
36254000,Other movements - LG FRS 17 Reserve,x
36260000,Deferred Capital Receipts (DCR),x
36261000,Opening balance - DCR,x
36262000,Income that cannot be allocated to General Fund - DCR,x
36263000,Transfers to/from Other Reserves - DCR,x
36264000,Other movements - DCR,x
36270000,Hedging Reserve,x
36271000,Opening balance - Hedging Reserve,x
36272000,Diff between Stat Dr/Cr and income & exp iro financial instruments - Hedging Reserve,x
36273000,Revaluations/impairments - Hedging Reserve,x
36274000,Other movements - Hedging Reserve,x
